Year,rcra,exporter_key,fullDescription,un,hazWasteDesc,totalQuantityinShipment,units_final,mgmt,ReceivingFacilityEPAIDNumber,company,importer_state
2007,000567767 JJK,E32A0647,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",9579.86304,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567792 JJK,E32A0647,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",590.576784,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567800 JJK,E32A0647,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",4670.183232,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567921 JJK,E32A0647,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",4789.93152,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567977 JJK,E32A0647,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",4789.93152,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568067 JJK,E32A0647,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",4789.93152,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568369 JJK,E32A0647,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID NOS (CONTAINS CHROMIUM)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",4789.93152,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568412 JJK,E32A0647,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID NOS (CONTAINS CHROMIUM)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",4789.93152,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568453 JJK,E32A0647,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID NOS (CONTAINS CHROMIUM)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",4789.93152,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568494 JJK,E32A0647,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID NOS (CONTAINS CHROMIUM)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",4789.93152,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000569841 JJK,E32A0647,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",4973.63628,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000569885 JJK,E32A0647,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",3991.6096,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000569988 JJK,E32A0647,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",6386.57536,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570308 JJK,E32A0647,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",4789.93152,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570370 JJK,E32A0647,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",4490.5608,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570450 JJK,E32A0647,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",1496.8536,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588551 JJK,E32A0647,CONTAINS CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",4789.93152,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588561 JJK,E32A0647,CONTAINS CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588576 JJK,E32A0647,CONTAINS CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",4789.93152,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588578 JJK,E32A0647,FILTER CAKE WITH NICKEL,UN3077,"Environmentally hazardous substances, solid, n.o.s.",651.811704,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588579 JJK,E32A0647,FILTER CAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2694.33648,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588579 JJK,E32A0647,FILTER CAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2694.33648,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588626 JJK,E32A0647,CONTAINS CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",4789.93152,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588669 JJK,E32A0647,CONTAINS CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",4789.93152,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588670 JJK,E32A0647,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",3592.44864,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588670 JJK,E32A0647,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",1796.22432,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588697 JJK,E32A0647,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588706 JJK,E32A0647,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588708 JJK,E32A0647,CONTAINS CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",6386.57536,kg,,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588709 JJK,E32A0647,CONTAINS CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",798.32192,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588779 JJK,E32A0647,CONTAINS CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",4789.93152,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588782 JJK,E32A0647,FILTER CAKE WITH NICKEL,UN3077,"Environmentally hazardous substances, solid, n.o.s.",632.76084,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588783 JJK,E32A0647,FILTER CAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2694.33648,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588783 JJK,E32A0647,FILTER CAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2394.96576,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588784 JJK,E32A0647,FILTER CAKE WITH WITH Resource Conservation and Recovery Act (RCRA) METALS,UN3077,"Environmentally hazardous substances, solid, n.o.s.",4494.643128,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588784 JJK,E32A0647,FILTER CAKE WITH WITH Resource Conservation and Recovery Act (RCRA) METALS,UN3077,"Environmentally hazardous substances, solid, n.o.s.",3277.2022,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588784 JJK,E32A0647,FILTER CAKE WITH WITH Resource Conservation and Recovery Act (RCRA) METALS,UN3077,"Environmentally hazardous substances, solid, n.o.s.",1822.079064,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588856 JJK,E32A0647,"FILTER CAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",13348.75897,kg,,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588878 JJK,E32A0647,FILTER CAKE WITH NICKEL,UN3077,"Environmentally hazardous substances, solid, n.o.s.",553.835832,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588879 JJK,E32A0647,FILTER CAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",898.11216,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588879 JJK,E32A0647,FILTER CAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2694.33648,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588879 JJK,E32A0647,FILTER CAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2694.33648,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,0005888991 JJK,E32A0647,CONTAINS CHROMIUM/F006,UN3077,"Environmentally hazardous substances, solid, n.o.s.",5588.25344,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589533 JJK,E32A0647,CONTAINS CHROMIUM F006,UN3077,"Environmentally hazardous substances, solid, n.o.s.",3991.6096,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567601 JJK,E32A3249,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2394.96576,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567801 JJK,E32A3249,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",598.74144,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567978 JJK,E32A3249,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",399.16096,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568428 JJK,E32A5749,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID NOS (FILTER CAKE WITH NICKEL)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",675.398488,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570054 JJK,E32A5749,FILTERCAKE WITH NICKEL,UN3077,"Environmentally hazardous substances, solid, n.o.s.",588.762416,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570054 JJK,E32A5749,FILTERCAKE WITH NICKEL,UN3077,"Environmentally hazardous substances, solid, n.o.s.",571.979512,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570359 JJK,E32A5749,FILTERCAKE WITH NICKEL,UN3077,"Environmentally hazardous substances, solid, n.o.s.",598.287848,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570490 JJK,E32A5749,FILTERCAKE WITH NICKEL,UN3077,"Environmentally hazardous substances, solid, n.o.s.",624.596184,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589631 JJK,E32A5749,FILTERCAKE WITH NICKEL,UN3077,"Environmentally hazardous substances, solid, n.o.s.",498.9512,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567616 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2394.96576,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567616 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",1596.64384,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567717 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",798.32192,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567717 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",1596.64384,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567793 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",3243.1828,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568032 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",1596.64384,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568032 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2394.96576,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568104 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2394.96576,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568104 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",1596.64384,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568429 JJK,E32A5265,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID NOS (FILTER CAKE WITH CHROMIUM)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",2694.33648,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568429 JJK,E32A5265,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID NOS (FILTER CAKE WITH CHROMIUM)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",1646.53896,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570055 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",1975.846752,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570055 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2195.38528,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570366 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2394.96576,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570366 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",1496.8536,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570491 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2444.86088,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570491 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2414.923808,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588507 JJK,E32A5265,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FILTERCAKE WITH CHROMIUM)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",2694.33648,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588507 JJK,E32A5265,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FILTERCAKE WITH CHROMIUM)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",2694.33648,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588507 JJK,E32A5265,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FILTERCAKE WITH CHROMIUM)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",2694.33648,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589545 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",898.11216,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589545 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2694.33648,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589545 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",1796.22432,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589632 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2694.33648,kg,,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589632 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2694.33648,kg,,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589632 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2694.33648,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,005677993 JJK,E32A5265,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",3243.1828,kg,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567661 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567667 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567776 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000567880 JJK,E32A5988,FILTERCAKE WITH CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568033 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568055 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568129 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568167 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568430 JJK,E32A5988,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FILTERCAKE WITH CHROMIUM, NICKEL)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568446 JJK,E32A5988,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FILTERCAKE WITH CHROMIUM, NICKEL)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568450 JJK,E32A5988,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FILTERCAKE WITH CHROMIUM, NICKEL)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000569903 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570009 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570101 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570182 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570406 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570439 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000570500 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,00057880 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H129,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588554 JJK,E32A5988,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FILTERCAKE WITH CHROMIUM, NICKEL)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589524 JJK,E32A5988,"FILTER CAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589527 JJK,E32A5988,"FILTER CAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589610 JJK,E32A5988,"FILTERCAKE WITH CHROMIUM, NICKEL",UN3077,"Environmentally hazardous substances, solid, n.o.s.",15291.1,l,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588510 JJK,E32A3086,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FILTERCAKE WITH RCRA METALS)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",5681.2398,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588510 JJK,E32A3086,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FILTERCAKE WITH RCRA METALS)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",6281.795608,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588544 JJK,E32A3086,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FILTERCAKE WITH RCRA METALS)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",3893.633728,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000588544 JJK,E32A3086,"WASTE ENVIRONMENTALLY HAZARDOUS SUBSTANCES, SOLID, NOS (FILTERCAKE WITH RCRA METALS)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",8473.09856,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589546 JJK,E32A3086,FILTERCAKE WITH RCRA METALS,UN3077,"Environmentally hazardous substances, solid, n.o.s.",3133.413536,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589633 JJK,E32A3086,FILTERCAKE WITH RCRA METALS,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2522.878704,kg,,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589633 JJK,E32A3086,FILTERCAKE WITH RCRA METALS,UN3077,"Environmentally hazardous substances, solid, n.o.s.",1518.626016,kg,,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000589633 JJK,E32A3086,FILTERCAKE WITH RCRA METALS,UN3077,"Environmentally hazardous substances, solid, n.o.s.",2675.285616,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568030 JJK,E32A5749,FILTERCAKE WITH NICKEL,UN3077,"Environmentally hazardous substances, solid, n.o.s.",643.647048,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000568091 JJK,E32A5749,CHROMIUM,UN3077,"Environmentally hazardous substances, solid, n.o.s.",4789.93152,kg,H039,AZD980735500,WORLD RESOURCES COMPANY,AZ
2007,000489916 GBF,E25A9167,"WASTE FLAMMABLE LIQUID, TOXIC, NOS (TOLUENE, DIISOCYANATE)",UN1992,"Flammable liquids, toxic, n.o.s.",26.308336,kg,H040,TXD055141378,CLEAN HARBORS INC,TX
2007,000489916 GBF,E25A9167,"WASTE FLAMMABLE LIQUID, NOS (ETHYL ACETATE)",UN1993,"Flammable liquids, n.o.s.",47.62716,kg,H040,TXD055141378,CLEAN HARBORS INC,TX
2007,000489916 GBF,E25A9167,"WASTE FLAMMABLE LIQUID, NOS (METHYL ETHYL KETONE, XYLENE)",UN1993,"Flammable liquids, n.o.s.",345.183512,kg,H040,TXD055141378,CLEAN HARBORS INC,TX
2007,000489916 GBF,E25A9167,"WASTE FLAMMABLE LIQUID, TOXIC, NOS (XYLENE ZINC CHROMATE)",UN1992,"Flammable liquids, toxic, n.o.s.",119.748288,kg,H040,TXD055141378,CLEAN HARBORS INC,TX
2007,000489916 GBF,E25A9167,"WASTE CORROSIVE LIQUID, NOS (PHOSPHORIC ACID, HYDROCHLORIC ACID)",UN1760,"Corrosive liquids, n.o.s.",27.21552,kg,H040,TXD055141378,CLEAN HARBORS INC,TX
2007,000489916 GBF,E25A9167,"WASTE FLAMMABLE LIQUID, TOXIC NOS",UN1992,"Flammable liquids, toxic, n.o.s.",118.841104,kg,H040,TXD055141378,CLEAN HARBORS INC,TX
2007,000489916 GBF,E25A9167,"WASTE AMINES, LIQUID, CORROSIVE, NOS (TRIETHYLENETRIAMINE)",UN2735,"Amines, liquid, corrosive, n.o.s,  or   Polyamines, liquid, corrosive, n.o.s.",39.462504,kg,H040,TXD055141378,CLEAN HARBORS INC,TX
2007,000489916 GBF,E25A9167,"WASTE FLAMMABLE, TOXIC, NOS (TOLUENE, CHROMATE)",UN1992,"Flammable liquids, toxic, n.o.s.",126.552168,kg,H040,TXD055141378,CLEAN HARBORS INC,TX
2007,000489916 GBF,E25A9167,"WASTE FLAMMABLE, TOXIC, NOS (XYLENE, ZINC CHROMATE)",UN1992,"Flammable liquids, toxic, n.o.s.",121.562656,kg,H040,TXD055141378,CLEAN HARBORS INC,TX
2007,000489916 GBF,E25A9167,"WASTE CORROSIVE LIQUID, NOS (SODIUM HYDROXIDE)",UN1760,"Corrosive liquids, n.o.s.",66.224432,kg,H040,TXD055141378,CLEAN HARBORS INC,TX
2007,000489916 GBF,E25A9167,"WASTE FLAMMABLE LIQUID, TOXIC, NOS (XYLENE ZINC CHROMATE)",UN1992,"Flammable liquids, toxic, n.o.s.",127.00576,kg,H040,TXD055141378,CLEAN HARBORS INC,TX
2007,000487097 FLE,E46A9035,LEAD,UN3082,"Environmentally hazardous substances, liquid, n.o.s.",567.8115,l,H040,TND982109142,PERMAFIX ENVIRONMENTAL SERVICES,TN
2007,000487097 FLE,E46A9035,HYDROCLORIC ACID,UN3264,"Corrosive liquid, acidic, inorganic, n.o.s.",1892.705,l,H040,TND982109142,PERMAFIX ENVIRONMENTAL SERVICES,TN
