Year,rcra,exporter_name,exporter_address,exporter_city,exporter_state,exporter_zip,exporter_country,exporter_key,exporterLAT,exporterLONG,fullDescription,un,hazWasteDesc,packingGroup,totalQuantityinShipment,units_final,mgmt,ExpectedManagementMethod,portCity,portState,latitude,longitude,ReceivingFacilityEPAIDNumber,importer_name,company,importer_address,importer_city,importer_state,receivingfacilityzipcode,filenom,
2007,000762693 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF-HEATING SOLID, INORGANIC, NOS (SPENT REFINING CATALYST RQ = 1 LB. ARSENIC)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,16351.9916,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",SWEETGRASS,MT,28.9548016,-95.3383865,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,GULF CHEMICAL & METALLURGICAL CORP,302 MIDWAY ROAD,FREEPORT,TX,77541,,
2007,000762694 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF-HEATING SOLID, INORGANIC, NOS (SPENT REFINING CATALYST RQ = 1 LB. ARSENIC)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,10366.39157,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",SWEETGRASS,MT,28.9548016,-95.3383865,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,GULF CHEMICAL & METALLURGICAL CORP,302 MIDWAY ROAD,FREEPORT,TX,77541,,
2007,000762695 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF-HEATING SOLID, INORGANIC, NOS (SPENT REFINING CATALYST RQ = 1 LB. ARSENIC)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,15621.70848,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",SWEETGRASS,MT,28.9548016,-95.3383865,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,GULF CHEMICAL & METALLURGICAL CORP,302 MIDWAY ROAD,FREEPORT,TX,77541,,
2007,000762696 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF-HEATING SOLID, INORGANIC, NOS (SPENT REFINING CATALYST RQ = 1 LB. ARSENIC)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,16478.99736,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",SWEETGRASS,MT,28.9548016,-95.3383865,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,GULF CHEMICAL & METALLURGICAL CORP,302 MIDWAY ROAD,FREEPORT,TX,77541,,
2007,000762697 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF-HEATING SOLID, INORGANIC, NOS (SPENT REFINING CATALYST RQ = 1 LB. ARSENIC)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,15316.44106,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",SWEETGRASS,MT,28.9548016,-95.3383865,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,GULF CHEMICAL & METALLURGICAL CORP,302 MIDWAY ROAD,FREEPORT,TX,77541,,
2007,001587631 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,14752.17262,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587632 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,14776.21299,kg,,Not provided,PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587633 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,14929.52709,kg,,Not provided,SWEETGRASS,MT,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587634 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,14517.21196,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587635 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,14283.61208,kg,,Not provided,PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587636 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,14211.03736,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587637 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,15301.47253,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587644 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,14694.56643,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587645 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,15232.98014,kg,,Not provided,SWEETGRASS,MT,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587650 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,15379.03676,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",SWEETGRASS,MT,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587651 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,UN3190,II,15280.6073,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",SWEETGRASS,MT,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587652 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,15645.29526,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",SWEETGRASS,MT,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587653 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,14469.5848,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",SWEETGRASS,MT,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587654 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,14513.12963,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",SWEETGRASS,MT,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587655 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,14821.57219,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587656 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,15599.93606,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587657 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,14394.28853,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",SWEETGRASS,MT,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587658 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,13892.61578,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",SWEETGRASS,MT,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587659 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,IRON SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,15693.37602,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587660 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,15339.57426,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587661 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,14540.34515,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587662 JJK,CRITERION CATALYSTS AND TECHNOLOGIES,2159 BRIER PARK PLACE NW,MEDICINE HAT,ALBERTA,T1C 1S6,CANADA,E50A2187,50.06066,-110.72187,"WASTE, SELF HEATING SOLID, INORGANIC NOS (IRON SULFIDES)",UN3190,"Self-heating solid, inorganic, n.o.s.",II,15233.88732,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587713 JJK,SHELL CANADA PRODUCTS (SCOTFORD),"400 - 4TH AVENUE, SW",CALGARY,ALBERTA,T2P 0J4,CANADA,E51A7093,53.796259,-113.091816,SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,15257.02051,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587714 JJK,SHELL CANADA PRODUCTS (SCOTFORD),"400 - 4TH AVENUE, SW",CALGARY,ALBERTA,T2P 0J4,CANADA,E51A7093,53.796259,-113.091816,SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,15438.9109,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587715 JJK,SHELL CANADA PRODUCTS (SCOTFORD),"400 - 4TH AVENUE, SW",CALGARY,ALBERTA,T2P 0J4,CANADA,E51A7093,53.796259,-113.091816,SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,13352.3877,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587716 JJK,SHELL CANADA PRODUCTS (SCOTFORD),"400 - 4TH AVENUE, SW",CALGARY,ALBERTA,T2P 0J4,CANADA,E51A7093,53.796259,-113.091816,SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,15735.10648,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587717 JJK,SHELL CANADA PRODUCTS (SCOTFORD),"400 - 4TH AVENUE, SW",CALGARY,ALBERTA,T2P 0J4,CANADA,E51A7093,53.796259,-113.091816,SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,15587.68908,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587718 JJK,SHELL CANADA PRODUCTS (SCOTFORD),"400 - 4TH AVENUE, SW",CALGARY,ALBERTA,T2P 0J4,CANADA,E51A7093,53.796259,-113.091816,SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,15628.05877,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587719 JJK,SHELL CANADA PRODUCTS (SCOTFORD),"400 - 4TH AVENUE, SW",CALGARY,ALBERTA,T2P 0J4,CANADA,E51A7093,53.796259,-113.091816,SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,15141.35455,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587720 JJK,SHELL CANADA PRODUCTS (SCOTFORD),"400 - 4TH AVENUE, SW",CALGARY,ALBERTA,T2P 0J4,CANADA,E51A7093,53.796259,-113.091816,SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,151428.0605,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587721 JJK,SHELL CANADA PRODUCTS (SCOTFORD),"400 - 4TH AVENUE, SW",CALGARY,ALBERTA,T2P 0J4,CANADA,E51A7093,53.796259,-113.091816,SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,15074.22294,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,001587722 JJK,SHELL CANADA PRODUCTS (SCOTFORD),"400 - 4TH AVENUE, SW",CALGARY,ALBERTA,T2P 0J4,CANADA,E51A7093,53.796259,-113.091816,SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,15239.33042,kg,H039,"Other recovery or reclamation for reuse including acid regeneration, organics recovery, etc.",PORTAL,ND,30.1680946,-91.9817352,LAD980622161,CATALYST RECOVERY OF LA LLC,CATALYST RECOVERY OF LA LLC,100 AMERICAN BLVD.,LAFAYETTE,LA,70508,,
2007,000762749 JJK,HUSKY LLOYDMINSTER UPGRADER,Highway 16,LLOYDMINSTER,SASKATCHEWAN,,CANADA,E51A0774,53.261222,-109.952499,SPENT CATALYST,UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,82039.82426,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",,,28.9548016,-95.3383865,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,GULF CHEMICAL & METALLURGICAL CORP,302 MIDWAY ROAD,FREEPORT,TX,77541,,
2007,001694828 JJK,SUNCOR ENERGY INC.,HWY 63 NORTH,FORT MCMURRAY,ALBERTA,T94 2E3,CANADA,E56A2957,56.60165,-111.32957,"METAL SULFIDES, SULFUR",UN3190,"Self-heating solid, inorganic, n.o.s.",II,71559.5811,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",,,28.9548016,-95.3383865,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,GULF CHEMICAL & METALLURGICAL CORP,302 MIDWAY ROAD,FREEPORT,TX,77541,,
2007,001694831 JJK,SUNCOR ENERGY INC.,HWY 63 NORTH,FORT MCMURRAY,ALBERTA,T94 2E3,CANADA,E56A2957,56.60165,-111.32957,"METAL SULFIDES, SULFUR",UN3190,"Self-heating solid, inorganic, n.o.s.",II,73823.91237,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",,,28.9548016,-95.3383865,TXD074195678,GULF CHEMICAL & METALLURGICAL CORP,GULF CHEMICAL & METALLURGICAL CORP,302 MIDWAY ROAD,FREEPORT,TX,77541,,
2009,004332360 JJK,CONSUMERS COOPERATIVE REFINERIES,550 EAST 9TH AVE NORTH,REGINA,SASKATCHEWAN,S4N 7B3,CANADA,E50A9917,50.4821234,-104.5749917,CATALYST CONTAINING IRON SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,4997.223064,kg,,Not provided,PORTAL,ND,34.9253219,-95.8253496,OKD987097151,TRICAT INC,TRICAT INC,100 TAYLOR BLVD,MCALESTER,OK,74501,,
2009,004332361 JJK,CONSUMERS COOPERATIVE REFINERIES,550 EAST 9TH AVE NORTH,REGINA,SASKATCHEWAN,S4N 7B3,CANADA,E50A9917,50.4821234,-104.5749917,CATALYST CONTAINING IRON SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,18829.05751,kg,,Not provided,PORTAL,ND,34.9253219,-95.8253496,OKD987097151,TRICAT INC,TRICAT INC,100 TAYLOR BLVD,MCALESTER,OK,74501,,
2009,004332362 JJK,CONSUMERS COOPERATIVE REFINERIES,550 EAST 9TH AVE NORTH,REGINA,SASKATCHEWAN,S4N 7B3,CANADA,E50A9917,50.4821234,-104.5749917,CATALYST CONTAINING IRON SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,20029.71554,kg,,Not provided,PORTAL,ND,34.9253219,-95.8253496,OKD987097151,TRICAT INC,TRICAT INC,100 TAYLOR BLVD,MCALESTER,OK,74501,,
2009,004332363 JJK,CONSUMERS COOPERATIVE REFINERIES,550 EAST 9TH AVE NORTH,REGINA,SASKATCHEWAN,S4N 7B3,CANADA,E50A9917,50.4821234,-104.5749917,CATALYST CONTAINING IRON SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,19182.85927,kg,,Not provided,PORTAL,ND,34.9253219,-95.8253496,OKD987097151,TRICAT INC,TRICAT INC,100 TAYLOR BLVD,MCALESTER,OK,74501,,
2009,004332364 JJK,CONSUMERS COOPERATIVE REFINERIES,550 EAST 9TH AVE NORTH,REGINA,SASKATCHEWAN,S4N 7B3,CANADA,E50A9917,50.4821234,-104.5749917,CATALYST CONTAINING IRON SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,19105.29504,kg,,Not provided,PORTAL,ND,34.9253219,-95.8253496,OKD987097151,TRICAT INC,TRICAT INC,100 TAYLOR BLVD,MCALESTER,OK,74501,,
2009,004332365 JJK,CONSUMERS COOPERATIVE REFINERIES,550 EAST 9TH AVE NORTH,REGINA,SASKATCHEWAN,S4N 7B3,CANADA,E50A9917,50.4821234,-104.5749917,CATALYST CONTAINING IRON SULPHIDE,UN3190,"Self-heating solid, inorganic, n.o.s.",II,18312.41622,kg,,Not provided,PORTAL,ND,34.9253219,-95.8253496,OKD987097151,TRICAT INC,TRICAT INC,100 TAYLOR BLVD,MCALESTER,OK,74501,,
2009,000564035 FLE,CLEAN HARBORS (RYLEY),2 KM N OF HWY 14 ON SEC ROAD 854 BOX 390,RYLEY,ALBERTA,T0B4A0,CANADA,E53A2583,53.300381,-112.422583,PERCHLOROETHYLENE/HEXACHLOROETHANE,UN3243,"Solids containing toxic liquid, n.o.s.",III,5323.355712,kg,H040,Incineration - thermal destruction other than use as a fuel (includes any preparation prior to burning),SWEETGRASS,MT,41.2286987,-103.6630936,NED981723513,CLEAN HARBORS INC,CLEAN HARBORS,2247 SOUTH HIGHWAY 71,KIMBELL,NE,69145,,
