Year,rcra,exporter_name,exporter_address,exporter_city,exporter_state,exporter_zip,exporter_country,exporter_key,exporterLAT,exporterLONG,fullDescription,un,hazWasteDesc,packingGroup,totalQuantityinShipment,units_final,mgmt,ExpectedManagementMethod,portCity,portState,latitude,longitude,ReceivingFacilityEPAIDNumber,importer_name,company,importer_address,importer_city,importer_state,receivingfacilityzipcode,filenom,
2011,003982449 FLE,SYNCRUDE CANADA LTD,MILDRED LAKE SITE,FT MCMURRAY,ALBERTA,T9H3L1,CANADA,E56A2533,56.669239,-111.252533,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,81589.40741,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",RAINER,MN,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2011.HW.amg-syndrude abOCR,
2011,003982448 FLE,SYNCRUDE CANADA LTD,MILDRED LAKE SITE,FT MCMURRAY,ALBERTA,T9H3L1,CANADA,E56A2533,56.669239,-111.252533,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,80789.72471,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",RAINER,MN,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2011.HW.amg-syndrude abOCR,
2011,003982450 FLE,SYNCRUDE CANADA LTD,MILDRED LAKE SITE,FT MCMURRAY,ALBERTA,T9H3L1,CANADA,E56A2533,56.669239,-111.252533,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,83070.38529,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",RAINER,MN,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2011.HW.amg-syndrude abOCR,
2011,004788406 FLE,SYNCRUDE CANADA LTD,MILDRED LAKE SITE,FT MCMURRAY,ALBERTA,T9H3L1,CANADA,E56A2533,56.669239,-111.252533,"HAZARDOUS WASTE SOLID, NOS (VANADIUM COMPOUND)",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,81559.92393,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",RAINER,MN,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2011.HW.amg-syndrude abOCR,
2012,004788534 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,82800.04446,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788535 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,77180.03958,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788467 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,76499.65158,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788537 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,84100.03913,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788536 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,78700.02637,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788468 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,86779.86066,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788538 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,79399.91882,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788539 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,82679.84258,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788543 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,74259.81428,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788540 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,73900.11582,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788545 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,66020.3156,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788541 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,80039.93714,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788542 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,85340.15966,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788544 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,63319.62883,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788547 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,83200.1126,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788548 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,78119.8822,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788546 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE, SOLID, NOS CLASS 9",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,79719.70118,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA 2012 HW amg-shell scotford c (2)OCR,
2012,004788359 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,82042.54582,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788360 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,84199.82937,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788362 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,81520.00783,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788435 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,83560.26465,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788361 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,72820.11327,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788439 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,80220.01316,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788442 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,86560.32214,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788443 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,72820.11327,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788445 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,77400.0317,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788440 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,76819.88753,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788441 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,73060.06344,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788436 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,73280.05556,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788437 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,78339.87432,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788438 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,76080.07898,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788444 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,72079.85113,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788446 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,72999.7357,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788448 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,65720.0377,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788449 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,79540.07875,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788450 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,75960.33069,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788447 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,59399.68677,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788451 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,78639.69863,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788452 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,73339.9297,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford aOCR,
2012,004788534 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,82800.04446,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford cOCR,
2012,004788535 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,77180.03958,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford cOCR,
2012,004788467 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,76499.65158,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford cOCR,
2012,004788537 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,84096.41039,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford cOCR,
2012,004788536 FLE,SHELL CANADA LIMITED,SCOTFORD UPGRADER,FT SASKATCHEWAN,ALBERTA,T8L3T2,CANADA,E51A7093,53.796259,-113.091816,"HAZARDOUS WASTE SOLID, NOS",UN3077,"Environmentally hazardous substances, solid, n.o.s.",III,78700.02637,kg,H010,"Metals recovery including retorting, smelting, chemical, etc.",PORTAL,ND,39.9935799,-81.5667114,OHD042319244,AMG VANADIUM INC,AMG VANADIUM,60790 SOUTHGATE RD,CAMBRIDGE,OH,43725,CA.2012.HW.amg-shell scotford cOCR,
